File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF697CMV	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF453YOD/, /files/ENCFF887NON/	961318	Gene Yeo, UCSD	e9d63d144a5741fd225e4ca987d10452		https://www.encodeproject.org/files/ENCFF697CMV/@@download/ENCFF697CMV.bed.gz				released	s3://encode-public/2016/11/30/ae610a86-4fa1-43ac-bf4c-e69109c5184f/ENCFF697CMV.bed.gz	Lab custom hg19	archived			
ENCFF333KPU	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF565CEU/, /files/ENCFF887NON/	1292689	Gene Yeo, UCSD	3667dba581bc36645a36f04e5a15809a		https://www.encodeproject.org/files/ENCFF333KPU/@@download/ENCFF333KPU.bed.gz				released	s3://encode-public/2016/11/30/115a4ea2-c21e-4f69-b0d3-74a394d1ccf5/ENCFF333KPU.bed.gz	Lab custom hg19	archived			
ENCFF669TNM	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF923ZPC/, /files/ENCFF394DDJ/	966669	Gene Yeo, UCSD	9d5db800b54206d18ed853e33b24d8bf		https://www.encodeproject.org/files/ENCFF669TNM/@@download/ENCFF669TNM.bed.gz				released	s3://encode-public/2016/11/30/5ac5ae96-aaa8-41da-b06e-8a0f18ad7965/ENCFF669TNM.bed.gz	Lab custom GRCh38	released			
ENCFF606RXB	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF524PYO/, /files/ENCFF394DDJ/	1298930	Gene Yeo, UCSD	d40929b5486352bb37d4cb652981eaae		https://www.encodeproject.org/files/ENCFF606RXB/@@download/ENCFF606RXB.bed.gz				released	s3://encode-public/2016/11/30/1250644e-2a05-42e5-b41f-fdc33d63dfd7/ENCFF606RXB.bed.gz	Lab custom GRCh38	released			
ENCFF392HLM	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF333KPU/	2209047	Gene Yeo, UCSD	5d916a63504f25c0fc3719ce05ba9be8		https://www.encodeproject.org/files/ENCFF392HLM/@@download/ENCFF392HLM.bigBed				released	s3://encode-public/2016/12/02/f129ee87-8b3e-4955-841e-68d629fe7360/ENCFF392HLM.bigBed	Lab custom hg19	archived			
ENCFF393WWU	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF697CMV/	1718444	Gene Yeo, UCSD	63755b0f5ba6ea9b09bdf5543acc4e1f		https://www.encodeproject.org/files/ENCFF393WWU/@@download/ENCFF393WWU.bigBed				released	s3://encode-public/2016/12/02/a0476bdb-04b4-4d8f-b7ce-8aab383ed0e9/ENCFF393WWU.bigBed	Lab custom hg19	archived			
ENCFF118WWO	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	2	2_1							/files/ENCFF606RXB/	2226649	Gene Yeo, UCSD	335af0b96dd81e786763e3486935afc6		https://www.encodeproject.org/files/ENCFF118WWO/@@download/ENCFF118WWO.bigBed				released	s3://encode-public/2016/12/03/6ec737e1-248e-4846-9e0e-d1051f40c82d/ENCFF118WWO.bigBed	Lab custom GRCh38	released			
ENCFF022DCK	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR584TCR	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										TARDBP-human	RNA				ultraviolet irradiation	strand-specific	2015-11-09	ENCODE		see document	175-300	1	1_1							/files/ENCFF669TNM/	1728630	Gene Yeo, UCSD	799ee7d986eafcdef2604cc297fa7a1c		https://www.encodeproject.org/files/ENCFF022DCK/@@download/ENCFF022DCK.bigBed				released	s3://encode-public/2016/12/03/838e69ab-0a08-482b-ae9c-a04948723e49/ENCFF022DCK.bigBed	Lab custom GRCh38	released			
ENCFF014LLF	fastq	fastq		reads		ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1	50		paired-ended	1	/files/ENCFF973MWU/			686239897	Gene Yeo, UCSD	68285aa7a5678381c5b708a3e9ab46e6	SRA:SRR5111577	https://www.encodeproject.org/files/ENCFF014LLF/@@download/ENCFF014LLF.fastq.gz		Illumina HiSeq 2500	/files/ENCFF927DLO/	released	s3://encode-public/2016/03/23/b7af9c97-e5e8-4797-8bc9-cbe5e834c133/ENCFF014LLF.fastq.gz			mixed read lengths		
ENCFF538QCY	fastq	fastq		reads		ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1	50		paired-ended	1	/files/ENCFF901KIG/			709765013	Gene Yeo, UCSD	10daa363b17c683d85ca0d58ffb29034	SRA:SRR5111576	https://www.encodeproject.org/files/ENCFF538QCY/@@download/ENCFF538QCY.fastq.gz		Illumina HiSeq 2500	/files/ENCFF927DLO/	released	s3://encode-public/2016/03/23/76071e14-1b70-4388-b074-4595798965cd/ENCFF538QCY.fastq.gz			mixed read lengths		
ENCFF973MWU	fastq	fastq		reads		ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1	45		paired-ended	2	/files/ENCFF014LLF/			680683843	Gene Yeo, UCSD	13cff4b1f89687d209282242961b0d16	SRA:SRR5111577	https://www.encodeproject.org/files/ENCFF973MWU/@@download/ENCFF973MWU.fastq.gz		Illumina HiSeq 2500	/files/ENCFF517CRH/	released	s3://encode-public/2016/03/23/5607cb3b-7e75-4104-bc9e-0f72cf5cea16/ENCFF973MWU.fastq.gz			mixed read lengths		
ENCFF901KIG	fastq	fastq		reads		ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1	45		paired-ended	2	/files/ENCFF538QCY/			705669647	Gene Yeo, UCSD	0d006d1297899188d5fac35f067ade80	SRA:SRR5111576	https://www.encodeproject.org/files/ENCFF901KIG/@@download/ENCFF901KIG.fastq.gz		Illumina HiSeq 2500	/files/ENCFF517CRH/	released	s3://encode-public/2016/03/23/398de495-f87d-430f-993d-20d016f6eceb/ENCFF901KIG.fastq.gz			mixed read lengths		
ENCFF665BIZ	bam	bam		alignments	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1							/files/ENCFF538QCY/, /files/ENCFF901KIG/	1201401225	Gene Yeo, UCSD	051dcba7ae7eca3ddc720cb136d6a954		https://www.encodeproject.org/files/ENCFF665BIZ/@@download/ENCFF665BIZ.bam				released	s3://encode-public/2016/03/24/fa350a90-7a29-4486-a0ca-0c9e42fc2767/ENCFF665BIZ.bam	Lab custom hg19	archived	mixed read lengths		
ENCFF133EJA	bam	bam		alignments	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1							/files/ENCFF014LLF/, /files/ENCFF973MWU/	1132274336	Gene Yeo, UCSD	9cb79d866018062d552f1b8fdcd8c8da		https://www.encodeproject.org/files/ENCFF133EJA/@@download/ENCFF133EJA.bam				released	s3://encode-public/2016/03/24/aa3383f3-5ff3-422f-b6b6-d3262e192f68/ENCFF133EJA.bam	Lab custom hg19	archived	mixed read lengths		
ENCFF871BYW	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF133EJA/, /files/ENCFF644CKP/, /files/ENCFF498QZQ/, /files/ENCFF531NDZ/, /files/ENCFF039QTN/, /files/ENCFF665BIZ/	513911	Gene Yeo, UCSD	31034fc082ca9416cf7d8b92f2c441f6		https://www.encodeproject.org/files/ENCFF871BYW/@@download/ENCFF871BYW.bed.gz				released	s3://encode-public/2018/06/08/5d94d6e1-e913-437b-9a43-a97d9041fabd/ENCFF871BYW.bed.gz	Lab custom hg19	archived	mixed read lengths		
ENCFF698TGL	bam	bam		alignments	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1							/files/ENCFF014LLF/, /files/ENCFF973MWU/	1109294855	Gene Yeo, UCSD	a7018325b268f9ffdd2540c928640680		https://www.encodeproject.org/files/ENCFF698TGL/@@download/ENCFF698TGL.bam				released	s3://encode-public/2016/09/09/22be7e5e-b483-4cff-82f6-8cc83643fa74/ENCFF698TGL.bam	Lab custom GRCh38	released	mixed read lengths		
ENCFF394THC	bam	bam		alignments	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1							/files/ENCFF538QCY/, /files/ENCFF901KIG/	1173261171	Gene Yeo, UCSD	4548e45ce2ce3fce5ad1adec5057a02d		https://www.encodeproject.org/files/ENCFF394THC/@@download/ENCFF394THC.bam				released	s3://encode-public/2016/09/09/77f86373-cff6-46e2-babd-3e57a4bfc8c1/ENCFF394THC.bam	Lab custom GRCh38	released	mixed read lengths		
ENCFF146GUU	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1							/files/ENCFF665BIZ/	53596879	Gene Yeo, UCSD	a6de23304806a976317715e79a894996		https://www.encodeproject.org/files/ENCFF146GUU/@@download/ENCFF146GUU.bigWig				released	s3://encode-public/2016/11/08/a9e23bcc-0bd9-434d-9daa-ea7dfb647679/ENCFF146GUU.bigWig	Lab custom hg19	archived	mixed read lengths		
ENCFF764CKI	bigWig	bigWig		minus strand signal of unique reads	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1							/files/ENCFF133EJA/	64352341	Gene Yeo, UCSD	7697ec5a8057bde08b7f0fe7e70c9db9		https://www.encodeproject.org/files/ENCFF764CKI/@@download/ENCFF764CKI.bigWig				released	s3://encode-public/2016/11/08/112f3170-7ce5-455c-bffa-335c5c21be3a/ENCFF764CKI.bigWig	Lab custom hg19	archived	mixed read lengths		
ENCFF900BFH	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1							/files/ENCFF133EJA/	66075720	Gene Yeo, UCSD	0e62ea1fba382c9d4e33f5240e4b5325		https://www.encodeproject.org/files/ENCFF900BFH/@@download/ENCFF900BFH.bigWig				released	s3://encode-public/2016/11/09/7725c1af-015f-49bb-ba0d-2a0a0a747af5/ENCFF900BFH.bigWig	Lab custom hg19	archived	mixed read lengths		
ENCFF094QVM	bigWig	bigWig		plus strand signal of unique reads	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1							/files/ENCFF665BIZ/	55079009	Gene Yeo, UCSD	f87676b517af7d54db124b28785ab67a		https://www.encodeproject.org/files/ENCFF094QVM/@@download/ENCFF094QVM.bigWig				released	s3://encode-public/2016/11/09/ab5555b2-2a9f-45de-b893-20331efa36cb/ENCFF094QVM.bigWig	Lab custom hg19	archived	mixed read lengths		
ENCFF393NCT	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1							/files/ENCFF698TGL/	63617864	Gene Yeo, UCSD	62b48714b9dbac28e0647389157e67eb		https://www.encodeproject.org/files/ENCFF393NCT/@@download/ENCFF393NCT.bigWig				released	s3://encode-public/2016/11/09/d6f869cf-6bfa-4a7f-a885-b05da236183e/ENCFF393NCT.bigWig	Lab custom GRCh38	released	mixed read lengths		
ENCFF060SFT	bigWig	bigWig		minus strand signal of unique reads	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1							/files/ENCFF394THC/	52701550	Gene Yeo, UCSD	554356e6186e41a2c90f8b24a8050ff2		https://www.encodeproject.org/files/ENCFF060SFT/@@download/ENCFF060SFT.bigWig				released	s3://encode-public/2016/11/09/45c60f56-e977-42fa-b116-46ca6e81afe5/ENCFF060SFT.bigWig	Lab custom GRCh38	released	mixed read lengths		
ENCFF034PXB	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1							/files/ENCFF394THC/	54168401	Gene Yeo, UCSD	7f2f87362ec0d925ca987e2ff16e2509		https://www.encodeproject.org/files/ENCFF034PXB/@@download/ENCFF034PXB.bigWig				released	s3://encode-public/2016/11/09/863a3204-c7b8-492d-9b21-fe24ed20d700/ENCFF034PXB.bigWig	Lab custom GRCh38	released	mixed read lengths		
ENCFF860VTI	bigWig	bigWig		plus strand signal of unique reads	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1							/files/ENCFF698TGL/	65336106	Gene Yeo, UCSD	53fde1c16bf0b02cbe9d3ba0ae3d2982		https://www.encodeproject.org/files/ENCFF860VTI/@@download/ENCFF860VTI.bigWig				released	s3://encode-public/2016/11/09/552219c5-0716-4395-b627-b654da2a4e3b/ENCFF860VTI.bigWig	Lab custom GRCh38	released	mixed read lengths		
ENCFF031FMO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF127WMZ/, /files/ENCFF269URO/, /files/ENCFF698TGL/, /files/ENCFF394THC/, /files/ENCFF374XQF/, /files/ENCFF405WBU/	523786	Gene Yeo, UCSD	f3fa3a86c7813918c19d3e1db5300352		https://www.encodeproject.org/files/ENCFF031FMO/@@download/ENCFF031FMO.bed.gz				released	s3://encode-public/2018/12/03/2a42f7d5-47de-4441-a3f0-02085abe2af3/ENCFF031FMO.bed.gz	Lab custom GRCh38	released	mixed read lengths		
ENCFF498QZQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1							/files/ENCFF133EJA/, /files/ENCFF644CKP/	4759421	Gene Yeo, UCSD	4a8e7518cc94974be09bf05b09453c0d		https://www.encodeproject.org/files/ENCFF498QZQ/@@download/ENCFF498QZQ.bed.gz				released	s3://encode-public/2016/11/30/58e64116-f8bb-46e6-a53c-ff48e1e1d601/ENCFF498QZQ.bed.gz	Lab custom hg19	archived	mixed read lengths		
ENCFF531NDZ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1							/files/ENCFF665BIZ/, /files/ENCFF644CKP/	4896258	Gene Yeo, UCSD	359057e74cfb6df17c398ffdefe438ea		https://www.encodeproject.org/files/ENCFF531NDZ/@@download/ENCFF531NDZ.bed.gz				released	s3://encode-public/2016/11/30/216631d9-799b-4588-9ac9-12589f3075f0/ENCFF531NDZ.bed.gz	Lab custom hg19	archived	mixed read lengths		
ENCFF634TPL	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1							/files/ENCFF498QZQ/	8299998	Gene Yeo, UCSD	631ede5398a34b2b095d6f777ce9f872		https://www.encodeproject.org/files/ENCFF634TPL/@@download/ENCFF634TPL.bigBed				released	s3://encode-public/2016/12/02/3606af2a-7646-4fb9-bbf9-29b885ac357a/ENCFF634TPL.bigBed	Lab custom hg19	archived	mixed read lengths		
ENCFF032LQU	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1							/files/ENCFF531NDZ/	8517974	Gene Yeo, UCSD	28e72909299bab021add4c5f4d529049		https://www.encodeproject.org/files/ENCFF032LQU/@@download/ENCFF032LQU.bigBed				released	s3://encode-public/2016/12/02/2aca2e5b-4463-42df-aca5-29139e7b10bc/ENCFF032LQU.bigBed	Lab custom hg19	archived	mixed read lengths		
ENCFF768ZZP	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1							/files/ENCFF374XQF/	8611167	Gene Yeo, UCSD	e8dfb37014788d53a210f0b03c17ef56		https://www.encodeproject.org/files/ENCFF768ZZP/@@download/ENCFF768ZZP.bigBed				released	s3://encode-public/2016/12/03/8815ef42-166e-4a86-b60d-c21d33c23d89/ENCFF768ZZP.bigBed	Lab custom GRCh38	released	mixed read lengths		
ENCFF249OVY	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1							/files/ENCFF127WMZ/	8319864	Gene Yeo, UCSD	5bfbc873c3dd1082932b83bccc29b4fc		https://www.encodeproject.org/files/ENCFF249OVY/@@download/ENCFF249OVY.bigBed				released	s3://encode-public/2016/12/03/fd9fbb21-9cd0-479b-96e8-f88407a57641/ENCFF249OVY.bigBed	Lab custom GRCh38	released	mixed read lengths		
ENCFF374XQF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	2	2_1							/files/ENCFF394THC/, /files/ENCFF405WBU/	4918788	Gene Yeo, UCSD	6e8df3129794dd91f283a75987d2b2b0		https://www.encodeproject.org/files/ENCFF374XQF/@@download/ENCFF374XQF.bed.gz				released	s3://encode-public/2016/12/12/46a370d7-1e97-4196-911e-be7b7e9b78ec/ENCFF374XQF.bed.gz	Lab custom GRCh38	released	mixed read lengths		
ENCFF127WMZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR438GZQ	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHSRP-human	RNA				ultraviolet irradiation	strand-specific	2015-12-16	ENCODE		see document	175-300	1	1_1							/files/ENCFF698TGL/, /files/ENCFF405WBU/	4770825	Gene Yeo, UCSD	258e1d839dfd06dee4d20509bf23cdee		https://www.encodeproject.org/files/ENCFF127WMZ/@@download/ENCFF127WMZ.bed.gz				released	s3://encode-public/2016/12/12/e731f443-087e-4afc-bee6-09d7790e90f9/ENCFF127WMZ.bed.gz	Lab custom GRCh38	released	mixed read lengths		
ENCFF107UYK	fastq	fastq		reads		ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1	43		paired-ended	1	/files/ENCFF546OAU/			364375479	Gene Yeo, UCSD	5b909a16b18df1990e642c932e145d7e	SRA:SRR5111183	https://www.encodeproject.org/files/ENCFF107UYK/@@download/ENCFF107UYK.fastq.gz		Illumina HiSeq 2000	/files/ENCFF895XZY/	released	s3://encode-public/2016/03/21/911e79ef-10d1-4952-95f5-27edca071357/ENCFF107UYK.fastq.gz					
ENCFF352GSS	fastq	fastq		reads		ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1	43		paired-ended	1	/files/ENCFF850NCY/			162678763	Gene Yeo, UCSD	34e1619b22b2362d4d823a5560055ab4	SRA:SRR5111184	https://www.encodeproject.org/files/ENCFF352GSS/@@download/ENCFF352GSS.fastq.gz		Illumina HiSeq 2000	/files/ENCFF895XZY/	released	s3://encode-public/2016/03/21/f1745259-0437-465d-be6e-4ae3e745c932/ENCFF352GSS.fastq.gz					
ENCFF546OAU	fastq	fastq		reads		ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1	45		paired-ended	2	/files/ENCFF107UYK/			373375713	Gene Yeo, UCSD	f0b4681f594223c016a4f37277ba0e2c	SRA:SRR5111183	https://www.encodeproject.org/files/ENCFF546OAU/@@download/ENCFF546OAU.fastq.gz		Illumina HiSeq 2000	/files/ENCFF872NAM/	released	s3://encode-public/2016/03/22/5ec9134c-b201-4c0a-9455-520700a42155/ENCFF546OAU.fastq.gz					
ENCFF850NCY	fastq	fastq		reads		ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1	45		paired-ended	2	/files/ENCFF352GSS/			168382489	Gene Yeo, UCSD	7fdc6708a1fee7c1b203832596adc5e2	SRA:SRR5111184	https://www.encodeproject.org/files/ENCFF850NCY/@@download/ENCFF850NCY.fastq.gz		Illumina HiSeq 2000	/files/ENCFF872NAM/	released	s3://encode-public/2016/03/22/856b6081-d5cb-446e-ab33-cdb6855b6b12/ENCFF850NCY.fastq.gz					
ENCFF012EDL	bam	bam		alignments	hg19	ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1	1_1							/files/ENCFF107UYK/, /files/ENCFF546OAU/	521167959	Gene Yeo, UCSD	4bb868e3354dcadab91c6a62f2d0078d		https://www.encodeproject.org/files/ENCFF012EDL/@@download/ENCFF012EDL.bam				released	s3://encode-public/2016/03/23/d4e06d98-a1b2-46a6-8be8-6f1ce62d530d/ENCFF012EDL.bam	Lab custom hg19	archived			
ENCFF292CIT	bam	bam		alignments	hg19	ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	2	2_1							/files/ENCFF352GSS/, /files/ENCFF850NCY/	226041416	Gene Yeo, UCSD	a1722269a4d82ed5cf1703ba240c0fe7		https://www.encodeproject.org/files/ENCFF292CIT/@@download/ENCFF292CIT.bam				released	s3://encode-public/2016/03/23/3813e18a-0b02-4164-8306-473fbdecfe07/ENCFF292CIT.bam	Lab custom hg19	archived			
ENCFF955PCQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR154HRN	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										HNRNPA1-human	RNA				ultraviolet irradiation	strand-specific	2015-07-15	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF292CIT/, /files/ENCFF174RLY/, /files/ENCFF335HAD/, /files/ENCFF012EDL/, /files/ENCFF039QTN/, /files/ENCFF615KJU/	4055	Gene Yeo, UCSD	dbe95961ae301761bc1151578a45a2ea		https://www.encodeproject.org/files/ENCFF955PCQ/@@download/ENCFF955PCQ.bed.gz				released	s3://encode-public/2018/06/08/0fbd609e-6781-4c9a-b79b-44d7e7fcea16/ENCFF955PCQ.bed.gz	Lab custom hg19	archived			
